installment_id,loan_id,customer_id,full_name,city,segment,monthly_income,origination_date,origination_cohort,loan_principal_amount,annual_rate,term_months,loan_status,product_type,installment_number,due_date,principal_due,interest_due,total_due_amount,installment_status,total_paid_amount,ultima_fecha_pago,canales_de_pago,is_fully_paid,days_late,estado_gestion,dias_mora,indice_dti
I100,L030,C030,CAROLINA PINEDA,CALI,PREMIUM,8300000,2025-03-01,2025-03,21000000,0.22,12,ACTIVE,PAYROLL,1,2025-04-01,1750000,385000,2135000,PAID,2135000,2025-04-01,ACH,true,0,PAGADA,0,25.72
I133,L044,C014,VALENTINA RIOS,BARRANQUILLA,PREMIUM,8900000,2025-03-10,2025-03,22000000,0.22,14,ACTIVE,DIGITAL,1,2025-04-10,1571429,403333,1974762,DUE,0,,,false,380,MORA,380,22.19
I103,L033,C034,DANIELA ACOSTA,BARRANQUILLA,PREMIUM,9800000,2025-03-12,2025-03,24000000,0.21,18,ACTIVE,PAYROLL,1,2025-04-12,1333333,420000,1753333,DUE,0,,,false,378,MORA,378,17.89
I117,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,4,2025-01-01,1666667,416667,2083334,PAID,2083334,2025-01-04,PSE,true,3,PAGADA,0,16.8
I114,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,1,2024-10-01,1666667,500000,2166667,PAID,2166667,2024-10-01,ACH,true,0,PAGADA,0,17.47
I118,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,5,2025-02-01,1666667,388889,2055556,PAID,2055556,2025-02-01,PSE,true,0,PAGADA,0,16.58
I120,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,7,2025-04-01,1666667,333333,2000000,PAID,2000000,2025-04-01,ACH,true,0,PAGADA,0,16.13
I115,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,2,2024-11-01,1666667,472222,2138889,PAID,2138889,2024-11-01,PSE,true,0,PAGADA,0,17.25
I116,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,3,2024-12-01,1666667,444444,2111111,PAID,2111111,2024-12-02,PSE,true,1,PAGADA,0,17.03
I119,L036,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2024-09-01,2024-09,30000000,0.2,18,CLOSED,SME,6,2025-03-01,1666667,361111,2027778,PAID,2027778,2025-03-01,PSE,true,0,PAGADA,0,16.35
I044,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,6,2025-03-18,1750000,498750,2248750,PAID,2248750,2025-03-19,ACH,true,1,PAGADA,0,14.23
I039,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,1,2024-10-18,1750000,630000,2380000,PAID,2380000,2024-10-18,PSE,true,0,PAGADA,0,15.06
I043,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,5,2025-02-18,1750000,525000,2275000,PAID,2275000,2025-02-19,BRANCH,true,1,PAGADA,0,14.4
I041,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,3,2024-12-18,1750000,577500,2327500,PAID,2327500,2024-12-19,CASH,true,1,PAGADA,0,14.73
I040,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,2,2024-11-18,1750000,603750,2353750,PAID,3359583,2025-02-08,CASH,true,82,PAGADA,0,14.9
I042,L012,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2024-09-18,2024-09,42000000,0.18,24,ACTIVE,SME,4,2025-01-18,1750000,551250,2301250,PAID,2301250,2025-01-19,ACH,true,1,PAGADA,0,14.56
I063,L016,C016,NATALIA GUTIERREZ,MEDELLÍN,SME,14200000,2024-11-08,2024-11,35000000,0.19,24,ACTIVE,SME,2,2025-01-08,1458333,531076,1989409,PAID,1989409,2025-01-11,CASH,true,3,PAGADA,0,14.01
I064,L016,C016,NATALIA GUTIERREZ,MEDELLÍN,SME,14200000,2024-11-08,2024-11,35000000,0.19,24,ACTIVE,SME,3,2025-02-08,1458333,507986,1966319,PAID,1966319,2025-02-09,ACH,true,1,PAGADA,0,13.85
I066,L016,C016,NATALIA GUTIERREZ,MEDELLÍN,SME,14200000,2024-11-08,2024-11,35000000,0.19,24,ACTIVE,SME,5,2025-04-08,1458333,461806,1920139,DUE,0,,,false,382,MORA,382,13.52
I065,L016,C016,NATALIA GUTIERREZ,MEDELLÍN,SME,14200000,2024-11-08,2024-11,35000000,0.19,24,ACTIVE,SME,4,2025-03-08,1458333,484896,1943229,PAID,1943229,2025-03-11,CASH,true,3,PAGADA,0,13.68
I062,L016,C016,NATALIA GUTIERREZ,MEDELLÍN,SME,14200000,2024-11-08,2024-11,35000000,0.19,24,ACTIVE,SME,1,2024-12-08,1458333,554167,2012500,PAID,2012500,2024-12-11,CASH,true,3,PAGADA,0,14.17
I079,L020,C020,ANGELA RESTREPO,MEDELLÍN,SME,16500000,2024-12-22,2024-12,48000000,0.18,24,ACTIVE,SME,1,2025-01-22,2000000,720000,2720000,PAID,2720000,2025-01-23,PSE,true,1,PAGADA,0,16.48
I081,L020,C020,ANGELA RESTREPO,MEDELLÍN,SME,16500000,2024-12-22,2024-12,48000000,0.18,24,ACTIVE,SME,3,2025-03-22,2000000,660000,2660000,PAID,2660000,2025-03-24,"BRANCH, PSE",true,2,PAGADA,0,16.12
I080,L020,C020,ANGELA RESTREPO,MEDELLÍN,SME,16500000,2024-12-22,2024-12,48000000,0.18,24,ACTIVE,SME,2,2025-02-22,2000000,690000,2690000,PAID,2690000,2025-02-23,CASH,true,1,PAGADA,0,16.3
I090,L024,C024,CATALINA MUNOZ,CALI,SME,13800000,2025-01-28,2025-01,40000000,0.19,24,ACTIVE,SME,1,2025-02-28,1666667,633333,2300000,PAID,2300000,2025-03-03,PSE,true,3,PAGADA,0,16.67
I091,L024,C024,CATALINA MUNOZ,CALI,SME,13800000,2025-01-28,2025-01,40000000,0.19,24,ACTIVE,SME,2,2025-03-28,1666667,606944,2273611,PAID,2273611,2025-03-31,BRANCH,true,3,PAGADA,0,16.48
I010,L004,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2025-02-03,2025-02,45000000,0.19,24,ACTIVE,SME,2,2025-04-03,1875000,682812,2557812,PAID,2557812,2025-04-03,PSE,true,0,PAGADA,0,20.63
I009,L004,C004,CARLOS DIAZ,BOGOTÁ,SME,12400000,2025-02-03,2025-02,45000000,0.19,24,ACTIVE,SME,1,2025-03-03,1875000,712500,2587500,PAID,2587500,2025-03-03,PSE,true,0,PAGADA,0,20.87
I098,L028,C028,MONICA SALAZAR,BARRANQUILLA,SME,11900000,2025-02-20,2025-02,32000000,0.2,20,ACTIVE,SME,1,2025-03-20,1600000,533333,2133333,PAID,2133333,2025-03-20,ACH,true,0,PAGADA,0,17.93
I123,L038,C012,CAMILA HERRERA,BOGOTÁ,SME,15800000,2025-02-20,2025-02,28000000,0.19,18,ACTIVE,SME,1,2025-03-20,1555556,443333,1998889,DUE,0,,,false,401,MORA,401,12.65
I102,L032,C032,ISABEL NAVARRO,BOGOTÁ,SME,17200000,2025-03-08,2025-03,50000000,0.18,24,ACTIVE,SME,1,2025-04-08,2083333,750000,2833333,DUE,0,,,false,382,MORA,382,16.47
I134,L045,C020,ANGELA RESTREPO,MEDELLÍN,SME,16500000,2025-03-08,2025-03,35000000,0.19,20,ACTIVE,SME,1,2025-04-08,1750000,554167,2304167,DUE,0,,,false,382,MORA,382,13.96
I016,L008,C008,JULIANA VEGA,CALI,SME,13300000,2025-03-10,2025-03,38000000,0.2,20,ACTIVE,SME,1,2025-04-10,1900000,633333,2533333,DUE,0,,,false,380,MORA,380,19.05
